X,CH1,Start,Increment,
Sequence,Volt,-7.0000003325e-003,1.0000000657e-005,
0,-7.812500e-01,
1,-7.812500e-01,
2,-8.437500e-01,
3,-8.437500e-01,
4,-9.062500e-01,
5,-9.375000e-01,
6,-1.000000e+00,
7,-1.000000e+00,
8,-1.031250e+00,
9,-1.093750e+00,
10,-1.156250e+00,
11,-1.156250e+00,
12,-1.187500e+00,
13,-1.218750e+00,
14,-1.281250e+00,
15,-1.281250e+00,
16,-1.312500e+00,
17,-1.343750e+00,
18,-1.343750e+00,
19,-1.375000e+00,
20,-1.375000e+00,
21,-1.375000e+00,
22,-1.375000e+00,
23,-1.343750e+00,
24,-1.343750e+00,
25,-1.343750e+00,
26,-1.312500e+00,
27,-1.281250e+00,
28,-1.218750e+00,
29,-1.218750e+00,
30,-1.187500e+00,
31,-1.156250e+00,
32,-1.093750e+00,
33,-1.093750e+00,
34,-1.062500e+00,
35,-1.000000e+00,
36,-9.687500e-01,
37,-9.062500e-01,
38,-8.750000e-01,
39,-8.750000e-01,
40,-8.125000e-01,
41,-7.812500e-01,
42,-7.187500e-01,
43,-7.187500e-01,
44,-6.875000e-01,
45,-6.250000e-01,
46,-5.625000e-01,
47,-5.625000e-01,
48,-5.312500e-01,
49,-4.687500e-01,
50,-4.375000e-01,
51,-3.750000e-01,
52,-3.437500e-01,
53,-3.437500e-01,
54,-2.812500e-01,
55,-2.187500e-01,
56,-1.875000e-01,
57,-1.875000e-01,
58,-1.250000e-01,
59,-9.375000e-02,
60,-3.125000e-02,
61,-3.125000e-02,
62,3.125000e-02,
63,6.250000e-02,
64,1.250000e-01,
65,1.250000e-01,
66,1.875000e-01,
67,2.187500e-01,
68,2.812500e-01,
69,3.125000e-01,
70,3.750000e-01,
71,3.750000e-01,
72,4.375000e-01,
73,4.687500e-01,
74,5.312500e-01,
75,5.312500e-01,
76,5.625000e-01,
77,6.250000e-01,
78,6.562500e-01,
79,6.562500e-01,
80,7.187500e-01,
81,7.812500e-01,
82,8.125000e-01,
83,8.125000e-01,
84,8.750000e-01,
85,9.375000e-01,
86,9.687500e-01,
87,1.031250e+00,
88,1.062500e+00,
89,1.062500e+00,
90,1.125000e+00,
91,1.187500e+00,
92,1.218750e+00,
93,1.218750e+00,
94,1.250000e+00,
95,1.312500e+00,
96,1.343750e+00,
97,1.343750e+00,
98,1.343750e+00,
99,1.375000e+00,
100,1.375000e+00,
101,1.375000e+00,
102,1.375000e+00,
103,1.375000e+00,
104,1.343750e+00,
105,1.312500e+00,
106,1.281250e+00,
107,1.281250e+00,
108,1.250000e+00,
109,1.218750e+00,
110,1.187500e+00,
111,1.187500e+00,
112,1.125000e+00,
113,1.093750e+00,
114,1.031250e+00,
115,1.031250e+00,
116,1.000000e+00,
117,9.375000e-01,
118,9.062500e-01,
119,8.437500e-01,
120,8.125000e-01,
121,8.125000e-01,
122,7.500000e-01,
123,7.187500e-01,
124,6.562500e-01,
125,6.562500e-01,
126,5.937500e-01,
127,5.625000e-01,
128,5.000000e-01,
129,5.000000e-01,
130,4.687500e-01,
131,4.062500e-01,
132,3.750000e-01,
133,3.750000e-01,
134,3.125000e-01,
135,2.500000e-01,
136,2.187500e-01,
137,1.562500e-01,
138,1.250000e-01,
139,1.250000e-01,
140,6.250000e-02,
141,0.000000e+00,
142,-3.125000e-02,
143,-3.125000e-02,
144,-9.375000e-02,
145,-1.562500e-01,
146,-1.875000e-01,
147,-1.875000e-01,
148,-2.500000e-01,
149,-2.812500e-01,
150,-3.437500e-01,
151,-4.062500e-01,
152,-4.375000e-01,
153,-4.375000e-01,
154,-5.000000e-01,
155,-5.312500e-01,
156,-5.937500e-01,
157,-5.937500e-01,
158,-6.250000e-01,
159,-6.875000e-01,
160,-7.500000e-01,
161,-7.500000e-01,
162,-7.812500e-01,
163,-8.437500e-01,
164,-9.062500e-01,
165,-9.062500e-01,
166,-9.375000e-01,
167,-1.000000e+00,
168,-1.031250e+00,
169,-1.093750e+00,
170,-1.156250e+00,
171,-1.156250e+00,
172,-1.187500e+00,
173,-1.218750e+00,
174,-1.281250e+00,
175,-1.281250e+00,
176,-1.312500e+00,
177,-1.343750e+00,
178,-1.343750e+00,
179,-1.343750e+00,
180,-1.375000e+00,
181,-1.375000e+00,
182,-1.375000e+00,
183,-1.375000e+00,
184,-1.343750e+00,
185,-1.343750e+00,
186,-1.312500e+00,
187,-1.281250e+00,
188,-1.218750e+00,
189,-1.218750e+00,
190,-1.187500e+00,
191,-1.156250e+00,
192,-1.093750e+00,
193,-1.093750e+00,
194,-1.062500e+00,
195,-1.000000e+00,
196,-9.687500e-01,
197,-9.687500e-01,
198,-9.062500e-01,
199,-8.750000e-01,
200,-8.125000e-01,
201,-7.812500e-01,
202,-7.187500e-01,
203,-7.187500e-01,
204,-6.875000e-01,
205,-6.250000e-01,
206,-5.625000e-01,
207,-5.625000e-01,
208,-5.312500e-01,
209,-4.687500e-01,
210,-4.375000e-01,
211,-4.375000e-01,
212,-3.750000e-01,
213,-3.125000e-01,
214,-2.812500e-01,
215,-2.812500e-01,
216,-2.187500e-01,
217,-1.875000e-01,
218,-1.250000e-01,
219,-9.375000e-02,
220,-3.125000e-02,
221,-3.125000e-02,
222,3.125000e-02,
223,6.250000e-02,
224,1.250000e-01,
225,1.250000e-01,
226,1.875000e-01,
227,2.187500e-01,
228,2.812500e-01,
229,2.812500e-01,
230,3.125000e-01,
231,3.750000e-01,
232,4.375000e-01,
233,4.375000e-01,
234,4.687500e-01,
235,5.312500e-01,
236,5.625000e-01,
237,6.250000e-01,
238,6.875000e-01,
239,6.875000e-01,
240,7.187500e-01,
241,7.812500e-01,
242,8.125000e-01,
243,8.125000e-01,
244,8.750000e-01,
245,9.375000e-01,
246,9.687500e-01,
247,9.687500e-01,
248,1.031250e+00,
249,1.062500e+00,
250,1.125000e+00,
251,1.187500e+00,
252,1.218750e+00,
253,1.218750e+00,
254,1.250000e+00,
255,1.312500e+00,
256,1.312500e+00,
257,1.312500e+00,
258,1.343750e+00,
259,1.375000e+00,
260,1.375000e+00,
261,1.375000e+00,
262,1.375000e+00,
263,1.375000e+00,
264,1.343750e+00,
265,1.343750e+00,
266,1.312500e+00,
267,1.281250e+00,
268,1.250000e+00,
269,1.218750e+00,
270,1.187500e+00,
271,1.187500e+00,
272,1.125000e+00,
273,1.093750e+00,
274,1.031250e+00,
275,1.031250e+00,
276,1.000000e+00,
277,9.375000e-01,
278,9.062500e-01,
279,9.062500e-01,
280,8.437500e-01,
281,8.125000e-01,
282,7.500000e-01,
283,7.500000e-01,
284,7.187500e-01,
285,6.562500e-01,
286,5.937500e-01,
287,5.625000e-01,
288,5.000000e-01,
289,5.000000e-01,
290,4.687500e-01,
291,4.062500e-01,
